s1,s2,s3,c_scale,sb,err,runtime
0.89963209507789,1.360571445127933,1.185595153449124,1.397987726295555,-0.2063888157345381,17.724681747713085,7.21779207374714
0.724795616268962,0.6464668897345596,1.2929409166199481,1.4016725176148133,0.12484354667762732,22.094570665846614,7.226501912915116
0.616467595436642,1.3759278817295955,1.2659541126403373,0.8185086660174142,-0.19090501967573964,13.33787225149887,12.319883070076196
0.746723607882747,0.8433937943676302,1.0198051453057901,1.1479175279631737,-0.12526251588117485,11.314926803061756,8.754395994816464
1.0894823157779034,0.7115950885216334,0.8337157188281745,1.0495427649405376,-0.026358009469778454,6.284449396237832,9.582375738186848
1.2281407691144108,0.7597390257266877,1.0113875507308892,1.3886218532930636,-0.27212975236800135,16.555073338719602,7.249363508147521
1.0860358815211506,0.7364192989498332,0.6520412743882236,1.92332830588,0.2793792198447356,32.35556019283654,5.269077880562031
1.2467178784931687,0.8436910153386965,0.678137691205107,1.5263495397682354,-0.03590850375623922,20.577434695710366,6.624068184889035
0.697630587875823,0.996141528089016,0.6275108168921747,1.8639806031181732,-0.14473201103998984,26.428237595345042,5.432734400709842
1.1300178274831856,0.8493688608715287,1.0160544169422485,1.3200654190149195,-0.18908732668468375,16.81199852099561,7.605052479236227
1.3756677022116468,1.2201062586888916,1.3515991532513512,1.8422410256414732,0.058739987286651085,29.092604910346,5.522908685743353
1.3374993880184933,0.6707940016415356,0.7567862899353162,0.5678409333658071,-0.10480180154204138,18.085555876638544,17.701557496605698
0.9109418317515856,0.8170792254191167,1.2629900073215434,1.0351299900403839,-0.13143929418757153,6.233724693783772,9.714119325256783
1.0341568665265988,0.7127393799798101,1.2417575846032318,0.6118259655196563,0.2921321619603104,13.802919264968583,16.400834679586534
1.2177958154373258,0.7589725452273379,0.6044176936988819,1.7231921426822512,0.12411440630857029,28.00168428023122,5.888623935933236
1.1832057344327898,1.2170162773487565,0.6592357213872723,1.0376985928164089,-0.23047856428492217,3.9748875275080326,9.710808237423
1.2904827407004746,1.0986385014620463,0.8647184198821193,0.5953375254290354,-0.11341060697060268,17.882469330342687,16.8496344332156
0.8601466576213976,1.1836849426704512,1.1100459770841704,1.8308191138644898,-0.016671044902830445,28.32005156656665,5.505394475690661
0.6956753967506413,1.1705958297783958,1.2086280388935178,1.3419157963542443,0.1625803079727366,21.64871627944541,7.520387252778446
0.9950364770915126,1.0181862635055952,0.9420328146868396,0.5381286901161428,-0.2352651438040173,20.187805701340718,18.59102724074229
0.6251433485493874,1.1091283290110243,0.8514847848610613,1.262856036747054,0.24453988435565582,20.716405300884134,7.981808991458901
0.7994337833190999,0.9283063384285037,1.204440910834439,0.8431972482374337,-0.25381205410272417,12.080956245900758,11.907291325186904
0.8318011623310144,0.7289770298032034,1.3437581218740584,1.7121805693466254,0.08004225390625408,28.59248990646614,5.9188034741312885
1.2971684721501742,1.2429376615192915,0.7492560471088286,1.8388384977349665,0.023605345149390444,28.074953576467433,5.517300497573519
1.2459521241312501,1.3168730399387945,0.854402779977491,0.6650778867915151,-0.163238902474835,17.238844164201947,15.10667518158865
